customer_id,region,tenure_months,monthly_charges,contract_type,internet_type,payment_method,support_tickets_90d,num_logins_30d,late_payments_12m,age,is_senior,churn
101272,South,36,50.7,month_to_month,dsl,mailed_check,1,12,1,73,1,0
101273,East,18,79.1,one_year,fiber,bank_transfer,1,22,0,56,0,0
101274,North,7,20.13,month_to_month,fiber,bank_transfer,0,24,1,38,0,0
101275,South,51,49.94,one_year,dsl,paypal,1,15,0,67,1,0
101276,North,35,48.52,month_to_month,fiber,bank_transfer,1,14,1,50,0,0
101277,North,3,66.57,month_to_month,dsl,paypal,0,22,2,79,1,1
101278,West,13,60.94,month_to_month,fiber,credit_card,0,17,0,48,0,1
101279,East,40,62.17,month_to_month,dsl,bank_transfer,0,24,1,59,0,1
101280,South,12,61.51,one_year,fiber,mailed_check,2,14,1,78,1,1
101281,South,28,65.45,two_year,fiber,mailed_check,2,27,1,44,0,0
101282,South,8,75.8,two_year,dsl,credit_card,2,24,0,75,1,0
101283,East,57,67.99,one_year,fiber,mailed_check,1,18,0,68,1,0
101284,West,45,59.31,month_to_month,fiber,credit_card,3,18,1,20,0,1
101285,West,56,73.03,two_year,dsl,mailed_check,1,20,0,21,0,0
101286,South,3,81.52,two_year,fiber,bank_transfer,2,25,1,23,0,1
101287,South,27,53.88,two_year,fiber,bank_transfer,1,16,0,43,0,0
101288,South,19,63.81,month_to_month,dsl,paypal,0,16,0,68,1,1
101289,East,44,88.24,month_to_month,none,mailed_check,2,22,0,63,1,1
101290,South,59,42.94,one_year,fiber,bank_transfer,0,26,0,63,1,1
101291,East,16,101.09,month_to_month,fiber,bank_transfer,2,20,1,40,0,1
101292,East,55,38.22,month_to_month,fiber,mailed_check,2,16,0,20,0,1
101293,South,41,58.09,month_to_month,none,mailed_check,3,17,1,21,0,0
101294,South,59,46.0,one_year,fiber,paypal,2,26,1,26,0,0
101295,South,5,108.76,month_to_month,fiber,credit_card,0,23,2,24,0,1
101296,North,71,54.93,one_year,dsl,mailed_check,0,18,2,76,1,0
101297,North,31,54.98,one_year,dsl,paypal,3,13,1,28,0,0
101298,East,20,57.59,month_to_month,fiber,paypal,1,11,2,37,0,1
101299,South,13,66.91,month_to_month,dsl,credit_card,2,21,1,69,1,1
101300,North,70,58.43,two_year,fiber,mailed_check,0,19,0,30,0,1
101301,East,63,62.34,month_to_month,dsl,paypal,3,17,2,62,1,1
101302,West,9,15.0,month_to_month,dsl,credit_card,2,24,0,46,0,1
101303,South,32,66.14,month_to_month,dsl,bank_transfer,1,20,0,65,1,1
101304,West,52,65.36,month_to_month,fiber,bank_transfer,2,24,0,36,0,1
101305,West,42,85.77,one_year,dsl,mailed_check,0,21,1,74,1,0
101306,East,13,91.18,month_to_month,dsl,bank_transfer,0,21,1,63,1,1
101307,East,25,61.25,two_year,none,mailed_check,0,21,1,36,0,0
101308,North,26,81.32,month_to_month,fiber,paypal,2,17,0,59,0,1
101309,West,20,42.97,two_year,fiber,bank_transfer,0,18,0,64,1,1
101310,South,69,80.35,one_year,dsl,bank_transfer,0,15,0,79,1,0
101311,West,14,53.55,month_to_month,dsl,mailed_check,1,18,0,40,0,1
101312,East,50,41.31,one_year,fiber,bank_transfer,0,18,0,78,1,1
101313,North,65,61.29,month_to_month,dsl,paypal,3,20,0,66,1,1
101314,North,57,93.01,two_year,fiber,credit_card,0,18,3,45,0,0
101315,East,57,68.62,one_year,none,bank_transfer,3,12,1,61,1,1
101316,East,11,94.93,month_to_month,dsl,paypal,0,23,0,53,0,1
101317,North,9,50.03,month_to_month,none,bank_transfer,1,20,0,79,1,1
101318,East,56,85.96,two_year,dsl,mailed_check,0,20,2,21,0,1
101319,West,53,51.96,one_year,dsl,credit_card,1,20,1,64,1,0
101320,South,53,69.51,month_to_month,dsl,mailed_check,0,14,1,69,1,0
101321,South,30,69.33,month_to_month,none,credit_card,0,13,1,18,0,1
101322,North,37,78.23,month_to_month,fiber,bank_transfer,0,13,0,49,0,1
101323,West,1,70.01,one_year,fiber,paypal,2,23,0,61,1,1
101324,South,20,50.22,one_year,dsl,bank_transfer,0,30,0,70,1,0
101325,West,38,82.61,one_year,fiber,paypal,1,15,1,24,0,0
101326,South,9,99.63,one_year,fiber,mailed_check,1,25,2,35,0,1
101327,East,9,53.32,one_year,fiber,bank_transfer,1,13,0,51,0,1
101328,South,3,28.3,month_to_month,fiber,paypal,2,21,1,57,0,0
101329,North,15,74.99,one_year,fiber,mailed_check,1,17,1,27,0,1
101330,West,71,58.38,month_to_month,fiber,mailed_check,2,14,1,69,1,1
101331,South,50,62.38,two_year,dsl,credit_card,1,14,1,48,0,0
101332,East,68,76.12,month_to_month,fiber,paypal,2,26,0,42,0,1
101333,West,18,55.87,one_year,dsl,mailed_check,2,18,1,67,1,1
101334,West,43,59.62,two_year,none,mailed_check,1,19,1,49,0,0
101335,West,64,63.0,one_year,dsl,mailed_check,1,15,1,35,0,1
101336,North,25,94.4,month_to_month,dsl,credit_card,2,27,0,45,0,1
101337,East,47,65.6,one_year,dsl,mailed_check,1,20,0,27,0,0
101338,West,49,40.29,month_to_month,fiber,mailed_check,1,18,1,70,1,1
101339,South,59,41.08,month_to_month,dsl,paypal,1,16,1,37,0,0
101340,North,69,67.78,one_year,fiber,credit_card,0,23,0,39,0,0
101341,West,44,42.41,one_year,fiber,credit_card,0,26,0,28,0,1
101342,South,41,33.75,month_to_month,dsl,bank_transfer,1,18,0,41,0,0
101343,East,62,77.71,two_year,fiber,mailed_check,1,22,1,29,0,1
101344,West,49,78.69,month_to_month,fiber,credit_card,5,24,0,20,0,1
101345,East,26,57.64,two_year,fiber,paypal,0,18,0,61,1,1
101346,South,45,70.87,one_year,dsl,credit_card,0,20,1,41,0,0
101347,South,39,68.76,two_year,none,mailed_check,0,19,0,61,1,1
101348,South,16,77.05,one_year,dsl,credit_card,4,20,1,31,0,1
101349,North,37,77.09,two_year,fiber,credit_card,1,30,0,50,0,0
101350,West,44,15.0,one_year,fiber,credit_card,2,15,1,31,0,0
101351,West,65,60.19,month_to_month,fiber,paypal,0,27,0,33,0,1
101352,South,41,75.36,month_to_month,dsl,mailed_check,2,14,0,78,1,1
101353,South,11,56.79,one_year,fiber,bank_transfer,2,17,1,50,0,0
101354,West,71,65.72,month_to_month,dsl,paypal,3,15,0,18,0,0
101355,North,41,80.01,two_year,dsl,paypal,0,18,0,76,1,1
101356,East,20,66.62,month_to_month,dsl,bank_transfer,2,16,0,68,1,1
101357,South,54,95.16,two_year,fiber,mailed_check,1,25,1,41,0,1
101358,East,27,87.54,month_to_month,dsl,bank_transfer,1,9,1,32,0,1
101359,North,26,62.63,one_year,fiber,credit_card,0,22,1,44,0,1
101360,East,60,61.04,two_year,none,credit_card,0,33,0,65,1,0
101361,South,62,15.0,month_to_month,fiber,credit_card,1,16,0,48,0,0
101362,East,37,58.47,one_year,fiber,credit_card,1,26,2,28,0,1
101363,North,26,37.93,month_to_month,fiber,credit_card,0,20,0,29,0,1
101364,South,62,69.42,one_year,dsl,credit_card,0,19,1,79,1,1
101365,East,12,68.06,one_year,fiber,credit_card,1,30,0,33,0,0
101366,North,53,78.92,month_to_month,dsl,paypal,1,17,0,53,0,1
101367,North,42,92.93,month_to_month,dsl,credit_card,0,19,1,60,1,1
101368,North,61,64.47,month_to_month,dsl,paypal,1,20,0,27,0,0
101369,South,30,110.61,month_to_month,fiber,credit_card,1,16,1,28,0,1
101370,North,59,69.65,one_year,dsl,mailed_check,1,16,0,37,0,0
101371,West,1,38.8,month_to_month,dsl,bank_transfer,2,16,0,55,0,1
101372,South,54,53.76,two_year,fiber,bank_transfer,1,25,1,70,1,1
101373,West,5,57.55,two_year,dsl,paypal,0,25,1,41,0,0
101374,West,46,76.84,two_year,fiber,mailed_check,0,18,1,35,0,1
101375,North,14,46.06,one_year,fiber,mailed_check,2,24,0,36,0,0
101376,East,69,59.04,month_to_month,fiber,bank_transfer,0,24,2,65,1,1
101377,West,55,61.78,one_year,dsl,bank_transfer,0,28,0,52,0,0
101378,East,7,56.04,one_year,dsl,bank_transfer,1,27,0,56,0,1
101379,South,64,81.23,two_year,fiber,credit_card,1,20,0,31,0,0
101380,South,18,77.83,month_to_month,fiber,bank_transfer,2,13,1,57,0,1
101381,North,39,88.33,month_to_month,dsl,mailed_check,1,16,0,37,0,1
101382,East,6,58.38,two_year,dsl,bank_transfer,1,15,0,72,1,0
101383,West,7,89.05,one_year,fiber,bank_transfer,1,20,0,50,0,1
101384,West,17,37.72,month_to_month,dsl,credit_card,2,20,0,27,0,1
101385,North,38,37.23,one_year,fiber,bank_transfer,0,24,0,58,0,0
101386,East,39,40.72,month_to_month,fiber,credit_card,1,20,0,19,0,1
101387,South,61,65.18,one_year,fiber,bank_transfer,1,19,0,69,1,0
101388,West,11,89.05,month_to_month,fiber,bank_transfer,1,9,0,43,0,1
101389,North,53,52.96,month_to_month,fiber,mailed_check,2,25,0,69,1,0
101390,West,0,55.47,month_to_month,fiber,paypal,2,15,0,76,1,0
101391,West,20,60.68,month_to_month,fiber,bank_transfer,1,24,0,48,0,1
101392,North,12,76.46,month_to_month,fiber,paypal,0,15,1,24,0,1
101393,North,8,55.45,month_to_month,fiber,mailed_check,3,21,1,22,0,0
101394,West,42,54.33,month_to_month,fiber,credit_card,0,20,0,37,0,1
101395,North,64,38.09,one_year,dsl,bank_transfer,0,24,0,29,0,1
101396,East,48,53.57,one_year,none,paypal,0,16,0,62,1,0
101397,West,61,88.55,one_year,none,credit_card,1,12,1,18,0,0
101398,East,42,66.82,month_to_month,dsl,paypal,1,18,2,62,1,0
101399,South,3,50.2,month_to_month,fiber,credit_card,0,22,1,29,0,1
101400,South,24,89.72,one_year,fiber,mailed_check,0,23,2,25,0,1
101401,North,59,53.3,two_year,none,mailed_check,1,16,0,19,0,0
101402,West,3,93.4,two_year,fiber,credit_card,0,15,1,68,1,1
101403,South,6,93.07,two_year,dsl,paypal,1,17,1,62,1,0
101404,North,60,66.12,one_year,fiber,credit_card,1,17,0,73,1,0
101405,South,4,35.03,two_year,dsl,paypal,0,25,1,51,0,0
101406,West,69,110.79,month_to_month,fiber,paypal,0,18,0,54,0,1
101407,North,54,72.75,one_year,fiber,mailed_check,0,12,1,20,0,0
101408,West,47,58.52,two_year,fiber,credit_card,0,20,0,19,0,0
101409,East,38,84.12,one_year,dsl,paypal,2,27,0,56,0,0
101410,West,6,79.05,month_to_month,fiber,mailed_check,1,13,0,49,0,0
101411,West,29,91.22,month_to_month,fiber,credit_card,1,21,0,68,1,1
101412,West,58,51.75,month_to_month,dsl,bank_transfer,2,20,0,52,0,0
101413,West,65,71.37,month_to_month,dsl,paypal,1,14,0,19,0,1
101414,North,32,41.28,one_year,dsl,credit_card,0,18,0,57,0,0
101415,West,60,78.33,one_year,fiber,credit_card,0,31,1,25,0,0
101416,East,55,64.54,month_to_month,fiber,mailed_check,0,21,1,72,1,1
101417,East,4,70.62,one_year,fiber,paypal,0,18,0,47,0,0
101418,West,44,62.07,month_to_month,fiber,credit_card,1,17,0,45,0,1
101419,West,44,59.98,one_year,fiber,mailed_check,0,18,0,20,0,0
101420,East,39,47.64,month_to_month,fiber,paypal,0,19,0,36,0,1
101421,South,55,80.81,month_to_month,dsl,bank_transfer,0,14,0,19,0,0
101422,South,64,94.79,one_year,dsl,mailed_check,0,16,0,24,0,0
101423,South,39,53.87,one_year,dsl,bank_transfer,0,32,0,54,0,0
101424,South,23,76.07,one_year,fiber,bank_transfer,0,24,0,48,0,1
101425,South,70,73.64,month_to_month,fiber,paypal,0,17,2,52,0,0
101426,North,69,65.16,one_year,fiber,credit_card,0,25,1,68,1,0
101427,North,49,34.47,month_to_month,fiber,credit_card,2,24,2,68,1,0
101428,West,46,38.97,month_to_month,fiber,credit_card,2,24,1,72,1,1
101429,South,7,49.38,one_year,none,bank_transfer,1,22,0,22,0,0
101430,West,28,22.22,one_year,fiber,credit_card,1,16,1,22,0,1
101431,East,14,93.16,two_year,dsl,paypal,1,15,1,73,1,1
101432,North,37,72.35,month_to_month,dsl,mailed_check,3,17,2,71,1,1
101433,North,59,64.4,one_year,fiber,bank_transfer,3,27,1,19,0,0
101434,North,16,21.2,month_to_month,fiber,credit_card,1,10,0,19,0,0
101435,West,71,28.52,one_year,fiber,credit_card,3,18,1,36,0,0
101436,North,9,64.95,one_year,dsl,credit_card,0,24,0,52,0,1
101437,East,7,104.41,one_year,fiber,paypal,0,30,0,21,0,1
101438,West,70,51.03,two_year,fiber,bank_transfer,0,25,0,45,0,0
101439,West,7,82.28,one_year,dsl,bank_transfer,3,18,0,33,0,1
101440,North,52,55.4,month_to_month,fiber,mailed_check,3,21,0,75,1,1
101441,North,54,66.1,two_year,fiber,bank_transfer,1,22,2,68,1,1
101442,North,23,89.29,two_year,dsl,paypal,0,21,1,50,0,0
101443,North,4,58.08,month_to_month,dsl,mailed_check,2,16,1,25,0,1
101444,North,22,51.2,month_to_month,fiber,credit_card,3,22,1,34,0,1
101445,East,4,93.36,month_to_month,fiber,credit_card,0,23,0,30,0,1
101446,West,48,65.91,one_year,dsl,credit_card,2,19,1,71,1,1
101447,East,63,86.82,two_year,fiber,credit_card,0,16,1,55,0,0
101448,East,71,51.3,one_year,fiber,mailed_check,0,29,0,39,0,0
101449,North,57,93.13,month_to_month,dsl,mailed_check,0,22,0,19,0,0
101450,West,55,70.47,month_to_month,fiber,paypal,1,22,1,69,1,1
101451,East,63,73.7,month_to_month,fiber,credit_card,0,25,1,55,0,1
101452,West,55,67.63,month_to_month,dsl,mailed_check,2,18,0,32,0,0
101453,West,46,54.89,month_to_month,dsl,mailed_check,0,21,1,73,1,0
101454,South,71,64.97,month_to_month,dsl,bank_transfer,2,30,1,64,1,0
101455,North,23,56.15,month_to_month,fiber,paypal,0,22,2,22,0,0
101456,North,29,84.19,month_to_month,fiber,paypal,1,27,1,18,0,1
101457,South,65,60.94,one_year,fiber,paypal,2,18,0,18,0,0
101458,West,22,35.07,month_to_month,none,bank_transfer,2,20,1,34,0,0
101459,South,21,31.41,month_to_month,dsl,bank_transfer,0,16,2,43,0,1
101460,West,10,30.47,one_year,fiber,bank_transfer,2,17,0,75,1,1
101461,East,19,77.36,two_year,fiber,bank_transfer,1,30,1,70,1,1
101462,North,42,41.97,one_year,fiber,mailed_check,1,30,1,79,1,1
101463,South,63,71.0,one_year,fiber,mailed_check,0,24,0,75,1,0
101464,East,9,67.73,one_year,fiber,credit_card,2,22,1,18,0,1
101465,East,49,63.71,one_year,fiber,credit_card,0,12,0,67,1,1
101466,South,55,73.77,one_year,none,bank_transfer,2,23,0,75,1,0
101467,North,64,68.17,month_to_month,none,mailed_check,1,22,1,58,0,0
101468,East,54,15.0,one_year,none,paypal,0,24,1,77,1,0
101469,North,11,58.53,month_to_month,dsl,mailed_check,0,27,2,44,0,1
101470,West,35,73.5,month_to_month,dsl,paypal,2,23,0,66,1,1
101471,North,68,97.81,month_to_month,fiber,paypal,4,17,1,66,1,1
101472,North,65,98.73,month_to_month,fiber,paypal,1,20,0,32,0,1
101473,South,44,37.74,month_to_month,dsl,credit_card,1,21,1,64,1,1
101474,East,69,58.01,one_year,dsl,credit_card,1,28,1,47,0,0
101475,East,48,33.68,month_to_month,fiber,paypal,2,19,1,29,0,1
101476,South,4,95.4,month_to_month,dsl,bank_transfer,2,24,1,24,0,1
101477,West,65,85.26,month_to_month,fiber,paypal,2,19,0,62,1,1
101478,South,12,72.01,month_to_month,dsl,bank_transfer,1,14,2,68,1,1
101479,South,27,68.32,one_year,fiber,credit_card,0,19,0,67,1,1
101480,South,17,92.61,month_to_month,dsl,paypal,2,21,0,78,1,1
101481,North,51,89.23,month_to_month,fiber,mailed_check,1,17,0,73,1,0
101482,East,2,88.16,month_to_month,fiber,bank_transfer,1,27,1,29,0,1
101483,North,46,74.13,month_to_month,dsl,credit_card,0,19,1,63,1,0
101484,East,62,58.02,month_to_month,fiber,bank_transfer,3,13,1,31,0,1
101485,North,56,80.34,month_to_month,fiber,mailed_check,1,22,1,63,1,1
101486,West,22,81.32,one_year,fiber,bank_transfer,0,18,1,44,0,0
101487,South,64,61.19,two_year,dsl,credit_card,0,21,2,73,1,0
101488,West,26,57.98,one_year,fiber,mailed_check,1,19,1,25,0,1
101489,South,48,87.67,month_to_month,dsl,credit_card,1,22,0,30,0,1
101490,North,36,98.28,month_to_month,fiber,credit_card,0,17,2,56,0,1
101491,West,4,64.18,month_to_month,fiber,paypal,1,21,2,52,0,0
101492,East,0,59.73,month_to_month,fiber,bank_transfer,1,14,1,71,1,0
101493,West,13,72.02,two_year,dsl,credit_card,0,20,1,73,1,1
101494,South,67,74.73,month_to_month,dsl,credit_card,0,16,2,34,0,0
101495,East,68,54.55,month_to_month,dsl,credit_card,1,28,1,57,0,0
101496,West,29,102.67,month_to_month,fiber,credit_card,2,26,0,64,1,1
101497,East,69,73.44,two_year,fiber,credit_card,0,25,2,75,1,1
101498,South,3,75.63,two_year,fiber,bank_transfer,1,13,1,39,0,0
101499,East,69,100.18,two_year,dsl,mailed_check,2,21,1,21,0,0
101500,East,16,56.02,month_to_month,dsl,bank_transfer,0,21,0,39,0,0
101501,West,2,63.23,one_year,fiber,credit_card,2,21,0,31,0,0
101502,South,54,39.93,month_to_month,fiber,mailed_check,1,29,0,20,0,0
101503,South,27,61.55,month_to_month,fiber,paypal,2,19,0,31,0,0
101504,West,21,35.22,one_year,dsl,mailed_check,0,13,0,30,0,0
101505,East,54,79.96,two_year,dsl,paypal,1,16,1,22,0,0
101506,East,23,73.4,month_to_month,dsl,bank_transfer,0,21,0,65,1,1
101507,South,54,59.46,month_to_month,fiber,paypal,0,21,0,56,0,1
101508,North,14,62.99,month_to_month,fiber,credit_card,1,20,0,27,0,0
101509,East,6,80.23,month_to_month,dsl,bank_transfer,0,20,1,42,0,1
101510,North,23,42.28,month_to_month,dsl,bank_transfer,2,20,1,69,1,0
101511,North,43,64.18,two_year,fiber,bank_transfer,0,22,0,33,0,1
101512,East,16,78.99,month_to_month,dsl,mailed_check,1,14,0,32,0,1
101513,East,10,29.35,one_year,fiber,mailed_check,2,24,0,63,1,0
101514,West,53,78.7,month_to_month,dsl,bank_transfer,1,20,1,42,0,1
101515,South,35,31.52,month_to_month,dsl,mailed_check,0,19,1,59,0,0
101516,North,31,62.65,month_to_month,dsl,credit_card,2,18,1,29,0,1
101517,West,17,41.73,month_to_month,none,mailed_check,0,22,1,20,0,0
101518,North,1,93.62,month_to_month,dsl,paypal,0,23,1,51,0,0
101519,North,3,41.86,one_year,dsl,paypal,3,19,0,45,0,0
101520,South,49,32.0,two_year,fiber,paypal,1,15,0,70,1,0
101521,East,5,67.67,month_to_month,dsl,mailed_check,0,19,0,62,1,1
101522,West,17,56.73,one_year,dsl,paypal,0,18,0,38,0,0
101523,West,65,34.91,two_year,dsl,mailed_check,1,19,0,24,0,0
101524,East,24,75.52,month_to_month,fiber,paypal,1,20,0,51,0,1
101525,North,53,25.17,two_year,fiber,bank_transfer,0,24,0,67,1,0
101526,South,24,44.28,two_year,fiber,credit_card,0,20,0,36,0,0
101527,South,67,53.5,one_year,fiber,mailed_check,2,24,1,56,0,0
101528,North,59,81.04,one_year,fiber,credit_card,2,18,1,20,0,0
101529,South,33,90.91,one_year,dsl,credit_card,0,22,0,62,1,0
101530,South,49,87.06,month_to_month,fiber,credit_card,2,24,0,69,1,1
101531,North,29,61.93,one_year,fiber,credit_card,1,21,1,33,0,1
101532,East,67,16.45,two_year,fiber,credit_card,3,20,2,59,0,0
101533,East,25,72.82,month_to_month,dsl,bank_transfer,1,17,0,64,1,1
101534,North,60,94.41,one_year,fiber,bank_transfer,1,12,1,32,0,1
101535,South,44,89.68,month_to_month,fiber,bank_transfer,0,19,2,28,0,1
101536,West,46,74.26,month_to_month,none,bank_transfer,3,19,1,41,0,1
101537,East,25,41.21,one_year,dsl,bank_transfer,0,26,1,71,1,0
101538,West,59,54.49,one_year,fiber,credit_card,1,22,0,40,0,0
101539,South,53,103.68,one_year,fiber,paypal,0,20,0,30,0,0
101540,West,58,36.67,one_year,fiber,bank_transfer,2,17,1,35,0,0
101541,North,57,42.04,month_to_month,fiber,paypal,2,11,2,34,0,0
101542,South,11,83.85,two_year,fiber,credit_card,0,28,1,51,0,0
101543,North,63,56.38,one_year,dsl,mailed_check,1,21,0,59,0,0
101544,South,60,41.36,one_year,dsl,paypal,1,18,0,35,0,1
101545,South,17,95.56,month_to_month,dsl,bank_transfer,1,19,0,38,0,0
101546,North,70,74.22,month_to_month,fiber,bank_transfer,1,20,2,48,0,1
101547,West,37,57.36,two_year,dsl,bank_transfer,1,22,0,37,0,1
101548,South,23,42.08,month_to_month,fiber,mailed_check,2,24,0,46,0,0
101549,South,16,105.95,month_to_month,none,paypal,2,23,1,21,0,1
101550,North,26,64.51,one_year,fiber,bank_transfer,1,19,0,41,0,1
101551,South,2,92.95,one_year,fiber,paypal,2,23,0,68,1,1
101552,South,49,82.87,two_year,fiber,credit_card,2,11,0,45,0,0
101553,South,50,54.58,one_year,dsl,mailed_check,4,24,0,46,0,0
101554,North,48,54.74,two_year,fiber,paypal,0,20,0,55,0,0
101555,West,39,93.93,month_to_month,fiber,bank_transfer,0,24,0,42,0,1
101556,West,26,94.25,one_year,fiber,paypal,1,16,0,44,0,1
101557,South,52,27.46,one_year,dsl,credit_card,2,23,1,33,0,0
101558,East,62,76.0,one_year,dsl,bank_transfer,1,12,1,64,1,0
101559,West,6,62.58,month_to_month,fiber,mailed_check,0,21,1,52,0,1
101560,West,27,44.33,month_to_month,fiber,mailed_check,1,21,1,19,0,0
101561,East,71,70.23,one_year,fiber,credit_card,0,21,1,52,0,0
101562,West,62,38.01,one_year,fiber,paypal,3,25,0,40,0,0
101563,West,71,55.67,month_to_month,fiber,paypal,0,12,0,18,0,1
101564,West,13,49.03,one_year,fiber,paypal,0,15,1,49,0,0
101565,South,33,55.0,one_year,fiber,bank_transfer,0,25,0,23,0,1
101566,North,9,63.57,month_to_month,fiber,paypal,1,18,0,29,0,1
101567,North,62,44.69,one_year,dsl,bank_transfer,1,21,0,56,0,0
101568,South,37,96.46,one_year,dsl,mailed_check,1,13,1,49,0,1
101569,South,17,74.87,month_to_month,fiber,mailed_check,0,18,1,35,0,0
101570,South,6,100.89,month_to_month,dsl,mailed_check,0,18,0,71,1,1
101571,East,53,61.8,month_to_month,fiber,bank_transfer,3,21,0,78,1,1
101572,East,58,54.02,one_year,dsl,paypal,2,27,0,23,0,0
101573,West,63,100.17,month_to_month,fiber,credit_card,4,17,0,33,0,0
101574,North,69,53.44,month_to_month,dsl,mailed_check,0,22,0,18,0,0
101575,North,58,61.43,month_to_month,fiber,mailed_check,0,18,0,27,0,0
101576,West,56,79.4,one_year,fiber,mailed_check,0,22,1,40,0,1
101577,West,58,40.25,one_year,dsl,credit_card,0,22,2,20,0,0
101578,West,71,79.23,month_to_month,fiber,bank_transfer,0,18,0,74,1,0
101579,West,33,76.67,two_year,fiber,bank_transfer,1,23,0,60,1,0
101580,West,54,90.39,month_to_month,fiber,mailed_check,2,16,1,23,0,1
101581,South,59,82.8,month_to_month,none,paypal,0,26,0,36,0,0
101582,South,8,91.0,month_to_month,fiber,paypal,1,19,0,62,1,1
101583,South,49,62.79,one_year,fiber,bank_transfer,2,15,0,34,0,0
101584,East,24,47.75,one_year,fiber,credit_card,2,27,1,47,0,1
101585,West,9,107.2,month_to_month,none,paypal,1,16,0,24,0,1
101586,South,12,34.47,one_year,fiber,paypal,0,31,0,71,1,1
101587,East,8,36.47,one_year,fiber,bank_transfer,0,25,1,21,0,1
101588,South,64,76.3,two_year,fiber,paypal,1,18,0,23,0,1
101589,North,55,97.5,two_year,none,bank_transfer,2,16,1,32,0,1
101590,North,7,68.79,one_year,fiber,paypal,1,22,0,40,0,0
101591,North,45,84.99,month_to_month,dsl,bank_transfer,1,19,0,42,0,0
101592,West,47,25.08,month_to_month,fiber,mailed_check,2,15,0,60,1,1
101593,South,37,55.01,two_year,fiber,mailed_check,1,22,1,59,0,0
101594,West,43,27.52,one_year,dsl,bank_transfer,0,22,0,18,0,0
101595,East,65,80.61,month_to_month,fiber,credit_card,0,20,0,24,0,0
101596,North,37,34.06,two_year,fiber,paypal,1,19,0,37,0,0
101597,North,47,39.44,two_year,dsl,mailed_check,0,27,2,40,0,0
101598,West,41,75.28,one_year,fiber,paypal,2,18,2,65,1,1
101599,South,28,86.24,two_year,dsl,bank_transfer,4,14,1,79,1,0
101600,West,64,61.82,month_to_month,fiber,paypal,0,23,0,33,0,1
101601,North,29,76.4,one_year,dsl,bank_transfer,3,17,0,60,1,1
101602,East,57,75.76,two_year,fiber,mailed_check,1,24,0,35,0,0
101603,West,43,60.69,month_to_month,dsl,paypal,0,17,0,79,1,1
101604,North,49,43.11,month_to_month,none,paypal,1,18,2,56,0,0
101605,South,54,76.3,one_year,fiber,bank_transfer,1,19,1,22,0,1
101606,West,52,77.26,month_to_month,dsl,credit_card,1,23,0,23,0,1
101607,South,40,82.88,month_to_month,none,paypal,0,18,1,43,0,1
101608,South,44,71.24,month_to_month,fiber,bank_transfer,0,22,0,45,0,0
101609,South,36,41.63,month_to_month,fiber,mailed_check,0,13,1,32,0,1
101610,South,24,78.81,month_to_month,none,credit_card,0,18,0,22,0,0
101611,West,52,64.97,two_year,none,mailed_check,1,18,0,76,1,0
101612,West,63,55.35,one_year,fiber,mailed_check,1,15,0,60,1,0
101613,South,50,59.11,one_year,none,paypal,1,17,0,74,1,0
101614,West,55,51.19,month_to_month,dsl,mailed_check,0,25,2,35,0,1
101615,North,59,82.78,month_to_month,dsl,paypal,0,26,2,53,0,0
101616,North,26,36.64,month_to_month,dsl,credit_card,0,14,0,57,0,0
101617,East,4,45.13,two_year,dsl,bank_transfer,2,19,1,37,0,0
101618,West,24,58.42,two_year,fiber,mailed_check,1,17,0,57,0,1
101619,North,54,97.28,month_to_month,dsl,mailed_check,0,19,0,51,0,1
101620,North,58,86.09,two_year,fiber,credit_card,2,19,0,71,1,0
101621,East,36,32.18,month_to_month,dsl,credit_card,2,15,0,72,1,0
101622,West,56,92.03,month_to_month,dsl,mailed_check,2,17,0,75,1,1
101623,North,5,91.99,one_year,fiber,credit_card,1,20,1,53,0,0
101624,South,46,41.52,month_to_month,dsl,mailed_check,0,24,1,21,0,0
101625,East,48,15.0,two_year,fiber,paypal,1,23,0,65,1,0
101626,South,36,63.56,month_to_month,fiber,mailed_check,0,22,0,43,0,0
101627,North,51,87.45,one_year,fiber,credit_card,1,14,1,60,1,1
101628,North,35,96.83,month_to_month,fiber,bank_transfer,3,31,2,59,0,1
101629,South,37,47.58,month_to_month,none,paypal,1,22,0,24,0,1
101630,South,43,100.04,month_to_month,dsl,credit_card,1,13,0,29,0,1
101631,West,57,20.44,two_year,fiber,credit_card,0,22,2,64,1,0
101632,East,17,57.64,one_year,dsl,paypal,2,20,1,52,0,0
101633,East,21,56.66,one_year,fiber,credit_card,1,18,1,30,0,1
101634,West,30,88.05,month_to_month,fiber,mailed_check,1,19,0,70,1,1
101635,South,14,90.97,month_to_month,fiber,paypal,2,22,2,71,1,0
101636,South,24,84.08,month_to_month,fiber,paypal,1,13,1,31,0,0
101637,West,25,37.99,one_year,fiber,paypal,1,21,0,37,0,0
101638,North,22,82.25,month_to_month,fiber,paypal,1,20,0,30,0,1
101639,East,29,75.18,month_to_month,fiber,mailed_check,5,23,1,52,0,1
101640,West,36,31.58,one_year,dsl,credit_card,0,20,0,65,1,1
101641,North,50,23.66,one_year,dsl,credit_card,1,13,0,35,0,0
101642,South,21,85.76,month_to_month,fiber,paypal,0,27,0,19,0,1
101643,North,60,61.4,month_to_month,fiber,credit_card,1,20,0,18,0,1
101644,North,34,39.3,month_to_month,dsl,credit_card,1,21,1,34,0,1
